province,year,pre,tmp,tmx,tmn,srad,ws,dtr,vpd,vap,pet,cld
Masbate,2015,240.22216796875,27.154351806640648,28.579766845703148,25.728936767578148,213.48251342773438,5.933183670043945,2.850830078125,0.6602796380467553,2.9374737127270243,3.2200401875074567,14.606994628906245
Catanduanes,2015,284.855224609375,26.174676513671898,27.612237548828148,24.737115478515648,208.16822814941406,5.835086345672607,2.8751220703125,0.6101726581491448,2.7861332284796996,3.08451453990222,16.73270874023437
Batanes,2015,153.18589782714844,26.447656250000023,26.763635253906273,26.131646728515648,196.1181182861328,6.715900897979736,0.631988525390625,0.5729770083300516,2.8784477463786526,1.3708949109368824,21.55275268554687
Northern Samar,2015,283.40283203125,27.028161621093773,28.519158935546898,25.537133789062523,211.6331329345703,5.92338228225708,2.982025146484375,0.6554926652332448,2.9157422807224167,3.255605843739325,15.346746826171875
Eastern Samar,2015,256.703125,27.312524414062523,29.067224121093773,25.557824707031273,213.17381286621094,5.153350830078125,3.5093994140625,0.6212336562229636,3.0100011747164013,3.5800489216604445,14.730474853515629
Samar,2015,258.0659484863281,27.187402343750023,28.685144042968773,25.689660644531273,212.90330505371094,5.596480846405029,2.9954833984375,0.6295624266403848,2.9751646495507833,3.294187821385314,14.838677978515625
Biliran,2015,249.88018798828125,25.901116943359398,27.361535644531273,24.440667724609398,214.87545776367188,5.625092506408691,2.920867919921875,0.5811468987906755,2.7606941265166576,3.189164270984846,14.049816894531252
Leyte,2015,197.43023681640625,27.345452880859398,29.022302246093773,25.668634033203148,216.787109375,5.225201606750488,3.353668212890625,0.5961274887838642,3.0421115593297543,3.561632407606035,13.285156249999996
Southern Leyte,2015,217.29690551757812,26.565606689453148,29.014581298828148,24.116662597656273,218.38348388671875,4.392974376678467,4.897918701171875,0.5174932491382872,2.9579876362224145,4.261020065971051,12.646606445312504
Palawan,2015,173.07081604003906,27.807794189453148,29.015649414062523,26.599938964843773,214.00503540039062,5.167815685272217,2.41571044921875,0.7751615435140184,2.9626718366566975,3.0145818341289936,14.397985839843752
Aklan,2015,176.67510986328125,26.767541503906273,28.113366699218773,25.421716308593773,217.77134704589844,5.619854927062988,2.691650390625,0.656014051225038,2.860990908701475,3.1642465749311635,12.89146118164063
Antique,2015,104.76095581054688,27.722741699218773,27.982629394531273,27.462854003906273,218.70579528808594,5.5814361572265625,0.519775390625,0.7010717594661295,3.0182640548879878,1.4263895118478962,12.51768188476563
Iloilo,2015,180.48094177246094,27.224877929687523,28.552667236328148,25.897119140625023,217.9915771484375,5.56827449798584,2.655548095703125,0.6555692895011127,2.9570794456876435,3.1784173429435016,12.803369140624998
Guimaras,2015,156.09730529785156,28.115960693359398,29.465844726562523,26.766046142578148,220.55560302734375,5.4392290115356445,2.699798583984375,0.7038259775975334,3.1017012488242046,3.3066561156845116,11.777758789062498
Negros Occidental,2015,154.1680145263672,28.099389648437523,29.471948242187523,26.726831054687523,220.63706970214844,5.423184394836426,2.7451171875,0.6876037931228844,3.1142563690579066,3.3343210520537614,11.745172119140623
Negros Oriental,2015,136.7345428466797,27.074609375000023,28.574639892578148,25.574609375000023,222.89151000976562,4.7368059158325195,3.000030517578125,0.6277177115286003,2.9532581921773975,3.442695583095524,10.843395996093752
Cebu,2015,162.91001892089844,26.985040283203148,28.573175048828148,25.396905517578148,219.12796020507812,5.411790370941162,3.17626953125,0.6062462830796013,2.955965983788925,3.4756098392834565,12.348815917968746
Dinagat Islands,2015,236.4037628173828,26.843835449218773,29.203179931640648,24.484460449218773,216.95777893066406,4.600268363952637,4.718719482421875,0.5594585278729393,2.9733469514863367,4.18109835151568,13.216888427734375
Surigao del Norte,2015,224.1652069091797,27.706872558593773,31.191156005859398,24.222619628906273,218.2438201904297,3.508898973464966,6.968536376953125,0.5655422890293921,3.150351076142169,5.209923052678823,12.70247192382813
