province,year,pre,tmp,tmx,tmn,srad,ws,dtr,vpd,vap,pet,cld
Bukidnon,2025,219.5278778076172,24.483544921875023,29.340722656250023,19.626367187500023,221.28317260742188,2.5109901428222656,9.71435546875,0.31431032000501635,2.7573148829777496,5.7951989985453025,11.486730957031256
Apayao,2025,190.0935516357422,23.759637451171898,25.280267333984398,22.239038085937523,204.9480743408203,6.450469017028809,3.041229248046875,0.491909147009026,2.4492291324498834,2.9517648048895233,18.02077026367187
Agusan del Sur,2025,205.06240844726562,28.445001220703148,33.33651123046877,23.553460693359398,218.74270629882812,1.9233075380325317,9.783050537109375,0.43531061476850796,3.443671422349412,6.287487044248816,12.502917480468746
Abra,2025,217.15603637695312,24.357904052734398,25.817803955078148,22.898004150390648,205.91659545898438,6.3316144943237305,2.9197998046875,0.5095966513999818,2.5390256959767936,2.9477352598786175,17.633361816406246
Kalinga,2025,219.57354736328125,25.953973388671898,27.449822998046898,24.458093261718773,205.8849334716797,6.274813652038574,2.991729736328125,0.5595992510930881,2.7927055924715156,3.0963127583172168,17.646026611328125
Mountain Province,2025,250.56211853027344,19.523675537109398,20.991998291015648,18.055383300781273,206.65652465820312,6.224822998046875,2.936614990234375,0.3825014763198278,1.8877160217836526,2.6266282513697283,17.337390136718756
Quirino,2025,273.8579406738281,24.758508300781273,26.318261718750023,23.198754882812523,207.7731170654297,6.224684715270996,3.1195068359375,0.5310869989995295,2.591408495509186,3.1035611146962445,16.89075317382812
Ifugao,2025,261.2441101074219,21.946343994140648,23.422937011718773,20.469750976562523,207.1866912841797,6.194242477416992,2.95318603515625,0.4476341246675767,2.1876626451174217,2.8121988309485366,17.125323486328124
Benguet,2025,277.331787109375,21.384545898437523,22.858941650390648,19.910150146484398,208.03111267089844,6.16903018951416,2.94879150390625,0.4406778475182705,2.105681778850715,2.781677142836592,16.787554931640624
Nueva Vizcaya,2025,280.5536804199219,23.993554687500023,25.511041259765648,22.476098632812523,207.98324584960938,6.167952537536621,3.034942626953125,0.5138182555698632,2.468945054335279,3.0092237714522048,16.806701660156254
Nueva Ecija,2025,243.6038360595703,27.289025878906273,28.743737792968773,25.834313964843773,208.5316619873047,6.0052924156188965,2.909423828125,0.6324886340983876,2.9937550041739014,3.1870430616566874,16.587335205078123
Tarlac,2025,224.8859405517578,26.015802001953148,27.449670410156273,24.581964111328148,209.00802612304688,5.865771770477295,2.867706298828125,0.6047151162097185,2.759865963039262,3.081787170115629,16.396789550781254
Laguna,2025,239.9270477294922,26.506494140625023,27.969628906250023,25.043328857421898,209.17832946777344,5.944337844848633,2.926300048828125,0.6075671647080931,2.8558394500369677,3.1505406165664014,16.32866821289063
Cavite,2025,193.0352020263672,28.031549072265648,29.511010742187523,26.552056884765648,209.1900177001953,5.804533004760742,2.958953857421875,0.6734105676803168,3.1134689710479115,3.2772997726526465,16.32399291992187
Batangas,2025,214.70233154296875,27.081109619140648,28.516046142578148,25.646173095703148,209.566162109375,5.78190803527832,2.869873046875,0.6383157546264818,2.9440252153700994,3.1663408717721397,16.173535156249997
Quezon,2025,292.02264404296875,27.904504394531273,29.380151367187523,26.428826904296898,208.380126953125,6.142303943634033,2.951324462890625,0.6422426963677184,3.1167208829745836,3.251362253718382,16.647949218750004
Camarines Norte,2025,314.0499572753906,27.777917480468773,29.210351562500023,26.345452880859398,206.9011993408203,6.1699323654174805,2.864898681640625,0.629870311296541,3.1014562541543866,3.171857721831839,17.23952026367187
