province,year,pre,tmp,tmx,tmn,srad,ws,dtr,vpd,vap,pet,cld
Bukidnon,2025,194.4036865234375,24.378076171875023,28.913385009765648,19.842767333984398,221.85035705566406,2.3084425926208496,9.07061767578125,0.3308350940388869,2.7214702916461144,5.600243469481643,11.259857177734379
Apayao,2025,210.0472869873047,23.705529785156273,25.107904052734398,22.303155517578148,200.927490234375,6.805261135101318,2.80474853515625,0.4459699324880272,2.4856125171405328,2.7754529189967982,19.62900390625
Agusan del Sur,2025,188.87319946289062,28.458428955078148,33.02276000976565,23.894128417968773,220.79498291015625,1.7936649322509766,9.128631591796875,0.46661902324672605,3.4153866368895924,6.132315610499665,11.682006835937496
Abra,2025,257.67034912109375,24.325006103515648,25.588739013671898,23.061303710937523,200.45277404785156,6.708872318267822,2.527435302734375,0.4590719800460574,2.583552155079981,2.6676794897598732,19.81889038085938
Kalinga,2025,247.0848846435547,25.935479736328148,27.239831542968773,24.631097412109398,200.84039306640625,6.611786365509033,2.608734130859375,0.5074621520419884,2.8411783204970438,2.8193010037248114,19.6638427734375
Mountain Province,2025,296.2720947265625,19.481103515625023,20.741906738281273,18.220300292968773,200.79136657714844,6.620969772338867,2.5216064453125,0.3473130436172292,1.9169064145975812,2.36218564453979,19.683453369140626
Quirino,2025,299.0039367675781,24.675042724609398,26.060235595703148,23.289849853515648,202.7873077392578,6.552073001861572,2.7703857421875,0.48551203473178883,2.6214646060209623,2.84895962183983,18.88507690429687
Ifugao,2025,312.95574951171875,21.889276123046898,23.154656982421898,20.623895263671898,201.0019073486328,6.618231773376465,2.53076171875,0.40823126428617207,2.217909078698214,2.5219737585303883,19.59923706054687
Benguet,2025,373.8655700683594,21.307305908203148,22.538079833984398,20.076501464843773,200.1116180419922,6.748933792114258,2.461578369140625,0.4044420629122284,2.1298973087038937,2.4399370068531208,19.95535278320313
Nueva Vizcaya,2025,339.5282287597656,23.910913085937523,25.220422363281273,22.601403808593773,201.56964111328125,6.645613670349121,2.6190185546875,0.4726999130264258,2.4952991768143993,2.703869243344995,19.372143554687504
Nueva Ecija,2025,278.55242919921875,27.189752197265648,28.494866943359398,25.884637451171898,203.84666442871094,6.532694339752197,2.6102294921875,0.5916909985771676,3.013532349082072,2.944408990681139,18.461334228515625
Tarlac,2025,298.98565673828125,25.899621582031273,27.175714111328148,24.623529052734398,203.59747314453125,6.582927227020264,2.55218505859375,0.5738620872657495,2.767683320766706,2.8245399339606334,18.5610107421875
Laguna,2025,226.00852966308594,26.459741210937523,27.820581054687523,25.098870849609398,208.89828491210938,6.499553680419922,2.721710205078125,0.589090817596354,2.864791989997359,3.0311418723878973,16.440686035156247
Cavite,2025,213.00442504882812,27.983392333984398,29.331262207031273,26.635552978515648,206.80552673339844,6.506186008453369,2.695709228515625,0.6546071645017139,3.1216695642457224,3.0892155389656546,17.277789306640624
Batangas,2025,226.3813934326172,27.075219726562523,28.417810058593773,25.732629394531273,208.78831481933594,6.3668718338012695,2.6851806640625,0.6262484138867717,2.9548556457819957,3.0509922970071455,16.484674072265626
Quezon,2025,254.01966857910156,27.805444335937523,29.195642089843773,26.415246582031273,208.856689453125,6.53322696685791,2.7803955078125,0.6094326858665319,3.127888564669089,3.156166812212931,16.457324218750003
Camarines Norte,2025,249.0547332763672,27.648553466796898,29.047570800781273,26.249566650390648,208.4375,6.396003246307373,2.798004150390625,0.5955460155013128,3.107720167851515,3.1489203557679306,16.625
Camarines Sur,2025,221.2590789794922,27.341699218750023,28.713891601562523,25.969476318359398,209.53106689453125,6.453789234161377,2.744415283203125,0.6103221500898148,3.0271178625223536,3.1138150984498068,16.187573242187504
Albay,2025,211.15257263183594,27.260705566406273,28.631005859375023,25.890374755859398,211.34547424316406,6.584901332855225,2.740631103515625,0.6350281342508173,2.985208084745702,3.1329813496237207,15.46181030273438
Sorsogon,2025,199.72776794433594,27.693383789062523,29.090112304687523,26.296685791015648,211.5420684814453,6.631036281585693,2.793426513671875,0.6611330335079693,3.0518364313370276,3.196356350792852,15.38317260742188
Rizal,2025,267.43304443359375,25.860864257812523,27.190515136718773,24.531182861328148,207.11607360839844,6.512282371520996,2.659332275390625,0.5586089344347934,2.7752825027676313,2.930447959565442,17.15357055664063
Bulacan,2025,259.48480224609375,26.925012207031273,28.224114990234398,25.625878906250023,205.98634338378906,6.497086048126221,2.598236083984375,0.5977857974024667,2.951899297800504,2.9510038724975987,17.60546264648437
Pampanga,2025,256.67138671875,27.463891601562523,28.715234375000023,26.212548828125023,204.2996368408203,6.626043796539307,2.502685546875,0.6334636976685841,3.030065821741111,2.9071283475572622,18.280145263671876
Bataan,2025,247.7739715576172,26.365655517578148,27.709710693359398,25.021600341796898,205.4221954345703,6.435742378234863,2.6881103515625,0.6013281532375728,2.833458065184147,2.9559506029446174,17.83112182617187
Zambales,2025,308.885498046875,24.359094238281273,25.676904296875023,23.041253662109398,203.43817138671875,6.488864421844482,2.635650634765625,0.5232542490146286,2.525585295528403,2.7670003556685407,18.624731445312502
Pangasinan,2025,305.210205078125,27.595452880859398,28.956506347656273,26.234399414062523,201.3007354736328,6.664803981781006,2.72210693359375,0.6080901562678381,3.083711262595539,2.9960695044200847,19.479705810546875
La Union,2025,325.7310485839844,26.463403320312523,27.726434326171898,25.200402832031273,200.22703552246094,6.701994895935059,2.526031494140625,0.5517520987157855,2.902875874453029,2.799164871508561,19.909185791015627
