province,year,cld,wet,vap,tmx,tmp,tmn,pre,pet,dtr,aet,def,PDSI,q,soil,srad,vpd,ws
Bukidnon,2025,76.66156857246094,211.3068284,25.309355255596248,29.6437321296875,24.5373457109375,19.483848326367188,223.91117230371088,2.986818626839556,10.159884703320314,100.23960569412928,4.2606764928193375,3.9486790123456763,181.89047367094932,62.65840513983366,192.4166105159371,0.7604129142953187,1.228865666257548
Apayao,2025,63.80570414570313,142.11799648666667,26.750306864983106,30.69730474726563,26.69623416074219,22.746417225976565,189.2070700917969,3.8016688883948375,7.950887741289062,98.3031198830408,6.638997076023386,0.40076461988304146,149.5743011695901,275.80058187134466,201.90193869714523,0.7007204765290538,2.263554901678515
Agusan del Sur,2025,74.22329555820312,211.28499509333332,30.3332576769178,32.25632218125,27.6428859421875,23.07774698203125,243.9030031767578,3.295585688784319,9.178575299218751,106.15885889745753,1.1603299057412169,3.427672807769206,229.1451956583828,55.563103399028805,191.95095632257213,0.8877648305318117,1.19757052898284
Abra,2025,61.43986370078125,131.10266387333334,25.729001694418614,30.258537657421872,26.25304660488281,22.29461248652344,209.17118327734377,3.841771687200484,7.963925280898438,98.89268900343619,11.342932416952994,1.195424684994273,150.741406071019,301.4095704467349,210.15631462175776,0.7970098045796599,2.583136989069144
Kalinga,2025,65.6987153984375,161.45999658,24.403971316808978,28.96296199589844,24.639683257421872,20.368077522460936,205.1327578217773,3.522755405942936,8.5948844834375,95.3795243531202,7.778637747336361,0.8997290715372905,139.81894216133898,222.1621080669705,203.07707132696504,0.742107369097752,2.27718511369783
Mountain Province,2025,56.88167524492189,128.32866325333333,29.754525679471502,33.65130409140625,29.47302087011719,25.343898545312506,171.61738983154297,4.282446335779342,8.30740653609375,93.40590058479528,6.223461988304086,1.1760467836257296,145.241742690058,206.40332163742647,201.74912776050192,0.6264987968874006,2.605177424260185
Quirino,2025,67.84147640937499,202.96199575333333,27.33762711871451,30.46178860019532,26.13098892929688,21.847688358398443,201.70203180859372,3.466774545296385,8.614100311796875,100.23864864864836,6.297650150150135,1.1576670420420412,128.1857957957954,91.28559309309298,202.99705108917468,0.7177812369977746,2.7891869841051484
Ifugao,2025,65.08084387597657,165.16732962666669,26.58485167655721,30.841787028906246,26.358579261328128,21.93206535957031,192.5551802680664,3.651227155502014,8.909721369335937,95.04720486111108,6.602734374999988,1.0152751736111105,126.02290798611075,152.80666666666613,201.9990886433915,0.6943913652817778,2.3044861857096333
Benguet,2025,69.00177773339844,165.78266395999998,21.98050176747252,26.708297559375,22.72233144296875,18.78386257480469,215.04887140820315,3.2064922858216445,7.924435104570312,88.46372495446262,13.055887978142039,1.1266935336976307,110.60477686703074,210.91701275045486,204.6201893140442,0.6252415426366215,2.893516650246787
Nueva Vizcaya,2025,66.38633574804687,171.41332946666668,25.252553389182168,29.588063244140624,25.306314767382812,21.07788258007813,182.7159715371093,3.534534351059561,8.5101807740625,94.87548344017087,9.467120726495716,0.9914230769230754,93.6631677350425,116.94248397435857,204.01371373885684,0.7161201594463962,2.5157255139473103
Nueva Ecija,2025,65.21251134570313,171.4106630866667,28.11672433114385,32.077078927148435,27.741513671484373,23.459036985156253,163.4954979951172,3.876483211753172,8.618041841992188,94.05207421707406,26.140471900471862,1.020437365937365,81.74357357357349,110.2497726297722,214.6457817676594,1.0436113624031806,2.335235632632532
Tarlac,2025,67.40152679960939,131.43666330666667,28.459456231845564,31.869777821679687,28.12569929277344,24.434115560351568,196.7823198037109,3.800046575435078,7.435662101328126,91.53887715179962,31.19946009389666,0.946857589984349,89.91723395931129,162.75825117370854,211.9405073683469,1.1921458259751556,1.93258674654714
Laguna,2025,69.63890533847655,173.96266325333332,29.715256057728865,31.804449622656254,28.19604904375,24.624311513085942,170.71381836572263,3.630776555853203,7.180138189570313,90.56761666666658,17.3343444444444,2.073147777777776,107.97521111111107,110.53003333333308,190.1033326538082,0.8311571175974276,2.014271808064774
Cavite,2025,66.72677423105468,137.97133006,28.92556466623724,32.0940160328125,28.351258064453127,24.653503747851563,164.40347777685545,3.8323492444107785,7.440512214960938,88.43991269841266,24.08252380952376,2.3604928571428556,106.76953968253936,183.77446031745995,188.1777469104581,0.9449588455016144,2.4524919286637026
Batangas,2025,70.48600646972656,161.96866317333334,29.857793116588923,31.720986658007813,28.11343345742188,24.557580626171877,155.9511194628906,3.5351172458305844,7.163406061835937,91.26426322043962,18.655831847890628,2.323504753416517,90.76475935828866,163.68773321449746,184.94362353156552,0.8493603135491536,2.290854291667696
Quezon,2025,70.49084136367188,206.70399567333334,30.420722039965803,31.123862684765623,27.87992696777344,24.68585795429688,181.63767143798827,3.530476407123659,6.438004390468749,98.03064014202147,11.710802005012498,2.3917620091896388,123.14690789473654,102.01550334168724,192.1517687330505,0.8137789566984305,2.620651659771907
Camarines Norte,2025,71.50291734941406,221.64399632666667,30.58812197112404,30.91545518203125,27.814764704296877,24.757413630078123,224.4721827407226,3.4768554674994165,6.158041621953124,102.06574215436765,5.652875318066145,2.208882527565733,187.88527141645415,92.47779050042391,189.88579929885623,0.774242712161304,2.5153818177715754
Camarines Sur,2025,72.63025048320313,216.50349566666668,30.456373284095548,31.124710712890625,27.864537043164063,24.653971987500004,199.91731538867185,3.4873736623876046,6.470738685390625,99.56922967696096,6.432951721689719,2.6500686900958446,180.02747248846248,87.2659052183173,186.0282562541856,0.7369203471505154,2.50491498830752
