province,year,cld,wet,vap,tmx,tmp,tmn,pre,pet,dtr,aet,def,PDSI,q,soil,srad,vpd,ws
Bukidnon,2025,74.99515560859375,211.3068284,25.303824051104453,30.16130109941406,24.70890027636719,19.30945562617188,192.78233777001952,3.330884789067889,10.851846373242186,100.23960569412928,4.2606764928193375,3.9486790123456763,181.89047367094932,62.65840513983366,196.58264292560503,0.7984577878106806,1.1287921856514689
Apayao,2025,66.23159831074219,142.11799648666667,26.69624456913263,30.163018248242192,26.219216948828127,22.32663878359375,193.10978463037108,3.625589126317504,7.836379684648437,98.3031198830408,6.638997076023386,0.40076461988304146,149.5743011695901,275.80058187134466,195.83720328454757,0.672109322582334,1.880445808966113
Agusan del Sur,2025,72.98420131992188,211.28499509333332,30.321920904400013,32.61617020371094,27.734038896289064,22.900278109960936,206.5285647001953,3.577065085343223,9.715892193749998,106.15885889745753,1.1603299057412169,3.427672807769206,229.1451956583828,55.563103399028805,195.04869191827532,0.9201790561371836,1.091930058001242
Abra,2025,63.4613376998047,131.10266387333334,25.64496545402998,29.350725157421877,25.499915501367187,21.69618109003906,188.76423137304687,3.562101649026612,7.654544177382814,98.89268900343619,11.342932416952994,1.195424684994273,150.741406071019,301.4095704467349,205.10262962419915,0.7456364408874838,1.9285189642430935
Kalinga,2025,67.90316241992188,161.45999658,24.3460960333114,28.23110164433594,24.04088870175781,19.9023457109375,186.4539644868164,3.261319270653563,8.328755943398438,95.3795243531202,7.778637747336361,0.8997290715372905,139.81894216133898,222.1621080669705,197.5659537732541,0.6833405141339032,1.765571124821487
Mountain Province,2025,59.15789228593752,128.32866325333333,29.698418541234236,32.78368324179688,28.76242821875,24.790340195703127,147.30305419921876,4.021400429838868,7.99334403609375,93.40590058479528,6.223461988304086,1.1760467836257296,145.241742690058,206.40332163742647,196.05858515796288,0.5840010380049929,1.9461072185717097
Quirino,2025,70.69720944160157,202.96199575333333,27.308581002414783,29.900103419531256,25.67365555527344,21.494691532226565,201.5849343354492,3.223966466283408,8.405411957304688,100.23864864864836,6.297650150150135,1.1576670420420412,128.1857957957954,91.28559309309298,195.8577185086083,0.6633654949648129,2.13012102226738
Ifugao,2025,67.50839331445313,165.16732962666669,26.523853653642558,29.99605643808593,25.664829261328126,21.390274588085934,170.56173391796875,3.3769988087297995,8.60578155,95.04720486111108,6.602734374999988,1.0152751736111105,126.02290798611075,152.80666666666613,195.93021504720008,0.6456896889370728,1.6185969893137582
Benguet,2025,71.22833779199219,165.78266395999998,21.921566928950188,25.932562085742187,22.070738425390623,18.256424220312503,189.68874262402343,2.9728679617118177,7.676137985429688,88.46372495446262,13.055887978142039,1.1266935336976307,110.60477686703074,210.91701275045486,199.0537891675598,0.584126286776129,2.324386658715415
Nueva Vizcaya,2025,69.1182186826172,171.41332946666668,25.190325385653413,28.786088756835937,24.64617682792969,20.55958424023437,167.8285569863281,3.2497476922854616,8.226504626601562,94.87548344017087,9.467120726495716,0.9914230769230754,93.6631677350425,116.94248397435857,197.18400640243104,0.6619919498004606,1.769099852097335
Nueva Ecija,2025,67.41048558886718,171.4106630866667,28.05104051064112,31.437726510156253,27.20406555136719,23.023468747851567,153.55856867382812,3.6439508006624193,8.414257662304689,94.05207421707406,26.140471900471862,1.020437365937365,81.74357357357349,110.2497726297722,209.15084615974925,0.997946511802976,1.608544672702112
Tarlac,2025,68.65067596953125,131.43666330666667,28.41186305937871,31.487810658593748,27.754352246875,24.073364217578124,174.67980820703124,3.723910285913473,7.414446281015626,91.53887715179962,31.19946009389666,0.946857589984349,89.91723395931129,162.75825117370854,208.8176344435423,1.1699378287868791,1.5794984630083215
Laguna,2025,69.8141861001953,173.96266325333332,29.67051129163406,31.55863053085937,27.92344772539062,24.32492796816406,157.62444916406247,3.633196756672332,7.233702642695313,90.56761666666658,17.3343444444444,2.073147777777776,107.97521111111107,110.53003333333308,189.6651307495113,0.821694406626802,1.422678685582475
Cavite,2025,66.95485284433595,137.97133006,28.86916542691959,31.781570964453124,28.061966682617182,24.38734163847656,138.01624938330076,3.777314006974583,7.394229255976564,88.43991269841266,24.08252380952376,2.3604928571428556,106.76953968253936,183.77446031745995,187.60755037725497,0.9396667982196436,1.9260167852310848
Batangas,2025,69.91840637207031,161.96866317333334,29.812257488389275,31.53165865507813,27.91940574746094,24.358831846875,126.6059244555664,3.5483897115153167,7.172826838203125,91.26426322043962,18.655831847890628,2.323504753416517,90.76475935828866,163.68773321449746,186.36262377570608,0.8550960997410774,1.8415571496388876
Quezon,2025,72.17724822402343,206.70399567333334,30.40607244126605,30.70326942304688,27.432673549804694,24.21193217304688,209.48225304199224,3.4616820602557525,6.491336909999999,98.03064014202147,11.710802005012498,2.3917620091896388,123.14690789473654,102.01550334168724,187.93575158217163,0.732640308904365,1.6499596450776934
Camarines Norte,2025,73.31766039140626,221.64399632666667,30.59879354483096,30.58722947402344,27.43305999238281,24.32221770722656,272.5571680922852,3.440064287323637,6.265011836796875,102.06574215436765,5.652875318066145,2.208882527565733,187.88527141645415,92.47779050042391,185.3489416938758,0.6821255263499468,1.395164065314911
Camarines Sur,2025,73.27418908183593,216.50349566666668,30.44523752447312,30.972864399414064,27.63758391816406,24.351851015820312,228.81992158984372,3.5311232309723204,6.62101334359375,99.56922967696096,6.432951721689719,2.6500686900958446,180.02747248846248,87.2659052183173,184.4184097576036,0.7006944918793014,1.566371954707666
